sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status,commission_amount
4058,3,2024-11-22,Highlander,44071.26,,Cancelled,0.0
4059,2,2024-11-18,RAV4,31318.01,0.02,Completed,626.36
4060,20,2024-11-21,Corolla,20665.02,0.02,Completed,413.3
4061,16,2024-11-20,Tundra,40901.66,0.02,Completed,818.03
4062,5,2024-11-29,Tacoma,35854.92,0.05,Pending,1792.75
4063,3,2024-11-30,RAV4,30083.8,0.05,Pending,1504.19
4064,11,2024-11-20,Tundra,45802.79,0.05,Completed,2290.14
4065,5,2024-11-10,Tacoma,39604.43,,Completed,0.0
4066,1,2024-11-07,RAV4,28502.7,0.02,Completed,570.05
4067,17,2024-11-07,Corolla,24315.27,0.03,Completed,729.46
4068,14,2024-11-17,Highlander,39414.09,0.02,Completed,788.28
4069,15,2024-11-25,RAV4,29670.41,0.03,Pending,890.11
4070,15,2024-11-03,Tacoma,34046.62,0.02,Completed,680.93
4071,17,2024-11-26,RAV4,30374.87,0.03,Pending,911.25
4072,8,2024-11-27,Tundra,37318.71,,Pending,0.0
4073,11,2024-11-23,Highlander,44399.54,,Pending,0.0
4074,3,2024-11-21,Corolla,21453.39,0.02,Pending,429.07
4075,18,2024-11-09,Corolla,24139.64,,Pending,0.0
4076,20,2024-11-16,Camry,29533.38,,Completed,0.0
4077,19,2024-11-23,RAV4,29147.16,0.02,Completed,582.94
4078,3,2024-11-25,Tundra,39413.01,0.05,Pending,1970.65
4079,9,2024-11-27,Camry,28936.46,0.03,Cancelled,868.09
4080,6,2024-11-30,Highlander,43123.14,0.05,Completed,2156.16
4081,4,2024-11-07,Tacoma,32100.51,0.05,Pending,1605.03
4082,12,2024-11-03,Camry,25094.64,,Completed,0.0
4083,11,2024-11-29,RAV4,31687.45,,Completed,0.0
4084,10,2024-11-03,Corolla,21538.37,0.03,Completed,646.15
4085,5,2024-11-07,RAV4,30379.05,0.03,Completed,911.37
4086,8,2024-11-13,Highlander,37555.93,0.02,Completed,751.12
4087,7,2024-11-21,Tacoma,34871.57,0.05,Pending,1743.58
4088,9,2024-11-07,Tundra,47951.75,0.02,Cancelled,959.04
4089,1,2024-11-23,RAV4,27389.51,0.02,Completed,547.79
4090,4,2024-11-26,Tundra,42727.93,,Completed,0.0
4091,4,2024-11-07,Tundra,38819.34,0.05,Completed,1940.97
4092,14,2024-11-16,Tacoma,38340.39,0.05,Completed,1917.02
4093,5,2024-11-12,Camry,27942.07,0.03,Completed,838.26
4094,10,2024-11-21,Tacoma,39829.16,,Completed,0.0
4095,20,2024-11-19,RAV4,30276.65,0.02,Cancelled,605.53
4096,19,2024-11-23,RAV4,27542.05,0.05,Pending,1377.1
4097,7,2024-11-02,Tundra,37730.0,0.05,Completed,1886.5
4098,17,2024-11-01,Tundra,48422.66,,Completed,0.0
4099,2,2024-11-03,Tacoma,37263.48,,Completed,0.0
4100,17,2024-11-29,Camry,28751.04,0.05,Completed,1437.55
4101,9,2024-11-06,Camry,28420.8,0.03,Pending,852.62
4102,20,2024-11-17,Corolla,21122.86,0.03,Completed,633.69
4103,9,2024-11-12,Camry,25204.96,0.05,Pending,1260.25
4104,11,2024-11-12,Camry,29293.35,0.05,Pending,1464.67
4105,15,2024-11-07,Highlander,36583.15,0.05,Pending,1829.16
4106,3,2024-11-12,Corolla,24130.9,0.03,Completed,723.93
4107,13,2024-11-18,Tundra,35345.45,0.03,Completed,1060.36
4108,8,2024-11-27,Tacoma,35429.83,0.03,Completed,1062.89
4109,12,2024-11-12,Highlander,44912.16,,Pending,0.0
4110,11,2024-11-27,Tundra,43291.07,0.03,Pending,1298.73
4111,17,2024-11-10,Tacoma,30580.04,0.05,Completed,1529.0
4112,7,2024-11-25,Tundra,46421.97,0.05,Completed,2321.1
4113,19,2024-11-12,Corolla,23288.88,0.05,Completed,1164.44
4114,7,2024-11-10,Highlander,40914.36,,Completed,0.0
4115,11,2024-11-30,Camry,25366.67,0.02,Completed,507.33
4116,12,2024-11-16,RAV4,30873.34,,Completed,0.0
4117,12,2024-11-06,Camry,27242.77,0.02,Completed,544.86
4118,13,2024-11-03,Camry,29377.99,0.05,Completed,1468.9
4119,15,2024-11-30,Tacoma,34081.99,,Pending,0.0
4120,15,2024-11-21,Tacoma,30262.93,,Pending,0.0
4121,3,2024-11-19,Tundra,44275.17,0.03,Completed,1328.26
4122,12,2024-11-09,Camry,26999.06,0.05,Completed,1349.95
4123,15,2024-11-22,RAV4,29922.54,0.05,Completed,1496.13
4124,15,2024-11-24,Tacoma,35453.75,0.05,Pending,1772.69
4125,16,2024-11-07,Highlander,38333.95,0.05,Completed,1916.7
4126,1,2024-11-02,Corolla,21066.88,0.03,Completed,632.01
4127,2,2024-11-24,Tacoma,32051.95,0.02,Completed,641.04
4128,6,2024-11-20,Tundra,42923.93,0.02,Pending,858.48
4129,9,2024-11-18,RAV4,29675.65,0.02,Completed,593.51
4130,2,2024-11-12,RAV4,29254.7,0.03,Completed,877.64
4131,13,2024-11-14,RAV4,29368.56,,Completed,0.0
4132,16,2024-11-19,Corolla,23097.93,0.05,Completed,1154.9
4133,13,2024-11-13,Tundra,49086.53,0.03,Completed,1472.6
4134,3,2024-11-13,RAV4,28996.42,0.05,Completed,1449.82
4135,15,2024-11-05,Camry,27267.86,0.05,Completed,1363.39
4136,6,2024-11-07,Highlander,43814.03,0.03,Completed,1314.42
4137,10,2024-11-16,Highlander,38746.42,,Pending,0.0
4138,8,2024-11-22,Corolla,21368.19,0.05,Completed,1068.41
4139,6,2024-11-28,Camry,29105.02,0.05,Completed,1455.25
4140,17,2024-11-18,Camry,25130.07,0.02,Completed,502.6
4141,19,2024-11-22,RAV4,33178.07,0.03,Completed,995.34
4142,3,2024-11-24,Tundra,35026.61,,Completed,0.0
4143,18,2024-11-19,Tacoma,39845.12,0.05,Pending,1992.26
4144,17,2024-11-16,RAV4,31809.87,0.03,Completed,954.3
4145,8,2024-11-08,Corolla,23559.92,0.02,Completed,471.2
4146,7,2024-11-01,Highlander,35425.23,0.05,Pending,1771.26
4147,14,2024-11-26,RAV4,30336.05,0.02,Completed,606.72
4148,7,2024-11-03,Highlander,40125.52,0.03,Pending,1203.77
4149,20,2024-11-13,Corolla,20464.9,0.02,Completed,409.3
4150,9,2024-11-17,RAV4,32832.88,0.03,Pending,984.99
4151,11,2024-11-15,Highlander,42343.53,,Cancelled,0.0
4152,4,2024-11-19,Tundra,49379.87,,Completed,0.0
4153,20,2024-11-25,Tundra,36069.59,0.05,Completed,1803.48
4154,16,2024-11-19,RAV4,27850.42,,Cancelled,0.0
4155,11,2024-11-20,Tundra,44780.48,0.03,Pending,1343.41
4156,4,2024-11-26,Highlander,39787.73,0.03,Completed,1193.63
4157,17,2024-11-29,Corolla,23568.8,,Pending,0.0
4158,16,2024-11-16,Corolla,20781.12,0.02,Cancelled,415.62
4159,11,2024-11-19,Corolla,23669.53,,Completed,0.0
4160,12,2024-11-26,Tundra,35895.36,,Completed,0.0
4161,14,2024-11-14,Tacoma,31539.18,0.02,Cancelled,630.78
4162,20,2024-11-19,Camry,27288.51,,Pending,0.0
4163,12,2024-11-07,Highlander,36114.24,0.05,Completed,1805.71
4164,11,2024-11-02,RAV4,31927.29,0.05,Completed,1596.36
4165,17,2024-11-08,Highlander,35940.2,,Pending,0.0
4166,10,2024-11-26,RAV4,34002.11,0.02,Completed,680.04
4167,17,2024-11-03,Tundra,35968.23,0.02,Pending,719.36
4168,20,2024-11-23,Camry,28095.78,0.02,Completed,561.92
4169,11,2024-11-20,Corolla,23246.71,0.05,Completed,1162.34
4170,5,2024-11-25,Corolla,22584.78,0.05,Pending,1129.24
4171,14,2024-11-23,Tacoma,32128.86,0.03,Completed,963.87
4172,6,2024-11-09,Highlander,40413.09,,Completed,0.0
4173,6,2024-11-27,Corolla,20684.56,0.02,Cancelled,413.69
4174,4,2024-11-12,Tacoma,37210.94,0.02,Completed,744.22
4175,15,2024-11-05,RAV4,29760.89,0.05,Completed,1488.04
4176,20,2024-11-23,RAV4,30276.89,,Completed,0.0
4177,14,2024-11-08,Highlander,44975.88,0.02,Completed,899.52
4178,6,2024-11-22,RAV4,33604.69,0.05,Pending,1680.23
4179,4,2024-11-12,Highlander,36109.93,0.05,Completed,1805.5
4180,13,2024-11-02,Corolla,20717.38,0.03,Completed,621.52
4181,19,2024-11-13,RAV4,32931.4,0.02,Completed,658.63
4182,20,2024-11-17,Tacoma,33968.62,0.02,Completed,679.37
4183,11,2024-11-25,RAV4,34487.92,,Completed,0.0
4184,5,2024-11-21,Camry,25894.85,0.02,Pending,517.9
4185,19,2024-11-02,Highlander,35785.92,0.05,Completed,1789.3
4186,10,2024-11-28,Tundra,42085.3,,Completed,0.0
4187,18,2024-11-03,Corolla,24209.9,0.05,Completed,1210.5
4188,15,2024-11-17,Corolla,21943.05,0.05,Completed,1097.15
4189,14,2024-11-12,Tacoma,37346.83,,Completed,0.0
4190,6,2024-11-29,Highlander,42440.97,0.03,Completed,1273.23
4191,10,2024-11-23,Highlander,38367.94,0.05,Completed,1918.4
4192,8,2024-11-26,Camry,25683.62,0.02,Completed,513.67
4193,17,2024-11-17,Tacoma,34942.2,0.02,Completed,698.84
4194,11,2024-11-30,Camry,26908.44,,Completed,0.0
4195,14,2024-11-24,Corolla,23325.8,,Completed,0.0
4196,5,2024-11-18,Tundra,45253.6,0.05,Completed,2262.68
4197,14,2024-11-15,Corolla,24029.26,0.03,Pending,720.88
4198,3,2024-11-26,Tundra,41724.57,,Completed,0.0
4199,9,2024-11-18,Tacoma,31721.18,0.02,Completed,634.42
4200,15,2024-11-03,Highlander,36318.41,0.02,Cancelled,726.37
4201,19,2024-11-15,Camry,28704.34,,Completed,0.0
4202,18,2024-11-25,Camry,25466.71,0.02,Cancelled,509.33
4203,17,2024-11-30,Highlander,44284.82,0.05,Completed,2214.24
4204,18,2024-11-02,Tacoma,35041.05,0.02,Completed,700.82
4205,4,2024-11-15,RAV4,32585.12,,Completed,0.0
4206,11,2024-11-09,Corolla,22514.55,0.02,Completed,450.29
4207,14,2024-11-15,Highlander,37524.71,0.02,Completed,750.49
4208,7,2024-11-02,RAV4,34941.38,0.02,Completed,698.83
4209,14,2024-11-25,Corolla,21831.61,,Completed,0.0
4210,18,2024-11-29,Camry,25157.29,0.03,Completed,754.72
4211,14,2024-11-17,Camry,27326.44,0.03,Completed,819.79
4212,6,2024-11-11,Highlander,37414.37,,Completed,0.0
4213,19,2024-11-19,Tacoma,37759.98,0.05,Completed,1888.0
4214,18,2024-11-10,Tacoma,31869.11,0.05,Completed,1593.46
4215,6,2024-11-03,Camry,29079.44,,Completed,0.0
4216,18,2024-11-05,Tacoma,36159.71,0.02,Completed,723.19
4217,6,2024-11-05,Camry,25655.18,0.02,Pending,513.1
4218,17,2024-11-03,Tacoma,36663.21,0.03,Completed,1099.9
4219,8,2024-11-01,Corolla,20161.5,0.03,Pending,604.84
4220,9,2024-11-20,RAV4,31439.04,,Pending,0.0
4221,8,2024-11-06,Tundra,38536.78,,Completed,0.0
4222,16,2024-11-03,Tundra,45439.45,0.03,Completed,1363.18
4223,3,2024-11-18,Camry,29646.11,0.05,Completed,1482.31
4224,18,2024-11-01,Tundra,47452.31,0.03,Pending,1423.57
4225,8,2024-11-26,RAV4,33720.02,,Completed,0.0
4226,6,2024-11-28,Camry,25643.19,,Completed,0.0
4227,15,2024-11-29,Highlander,38577.57,0.02,Completed,771.55
4228,4,2024-11-09,Corolla,24798.41,0.02,Pending,495.97
4229,13,2024-11-12,Tundra,44053.53,0.03,Completed,1321.61
4230,13,2024-11-24,Corolla,23662.26,0.02,Completed,473.25
4231,17,2024-11-02,Tundra,48895.85,0.03,Completed,1466.88
4232,9,2024-11-04,Camry,26875.6,0.05,Completed,1343.78
4233,8,2024-11-28,Camry,26075.72,0.05,Completed,1303.79
4234,19,2024-11-27,Highlander,40369.48,0.02,Completed,807.39
4235,10,2024-11-09,Highlander,44591.26,,Completed,0.0
4236,13,2024-11-22,Tacoma,34188.92,0.03,Cancelled,1025.67
4237,19,2024-11-08,RAV4,28200.02,0.02,Pending,564.0
4238,19,2024-11-16,Camry,28610.19,0.03,Completed,858.31
4239,2,2024-11-25,Highlander,35684.22,,Cancelled,0.0
4240,9,2024-11-28,RAV4,28526.28,0.03,Pending,855.79
4241,1,2024-11-17,Tundra,41958.13,0.03,Completed,1258.74
4242,9,2024-11-14,Corolla,20988.64,,Pending,0.0
4243,16,2024-11-28,Tundra,43452.5,0.03,Completed,1303.58
4244,10,2024-11-28,RAV4,33777.79,0.03,Completed,1013.33
4245,4,2024-11-08,Camry,27382.06,0.03,Completed,821.46
4246,2,2024-11-12,Corolla,21584.69,0.02,Completed,431.69
4247,9,2024-11-08,Tacoma,37864.25,0.02,Pending,757.28
4248,9,2024-11-15,Highlander,36457.8,0.05,Completed,1822.89
4249,17,2024-11-24,RAV4,32124.37,,Pending,0.0
4250,9,2024-11-18,Tacoma,35358.24,0.02,Completed,707.16
4251,13,2024-11-16,Tundra,45738.81,0.02,Completed,914.78
4252,12,2024-11-20,Highlander,42242.56,,Completed,0.0
4253,20,2024-11-24,Camry,29054.84,,Completed,0.0
4254,9,2024-11-18,Tundra,37478.25,,Pending,0.0
4255,1,2024-11-09,RAV4,31811.25,0.03,Completed,954.34
4256,20,2024-11-20,Tundra,46101.16,,Completed,0.0
4257,2,2024-11-09,Tundra,42028.49,0.05,Completed,2101.42
4258,15,2024-11-11,Tacoma,36460.84,0.02,Completed,729.22
4259,19,2024-11-02,Tundra,39091.57,0.02,Completed,781.83
4260,20,2024-11-16,Tacoma,37429.31,0.02,Completed,748.59
4261,8,2024-11-12,Tacoma,35817.43,0.03,Pending,1074.52
4262,18,2024-11-10,Highlander,40940.55,0.03,Completed,1228.22
4263,18,2024-11-12,RAV4,30726.81,0.03,Cancelled,921.8
4264,2,2024-11-16,Highlander,42862.63,0.05,Completed,2143.13
4265,18,2024-11-18,RAV4,28998.96,,Completed,0.0
4266,14,2024-11-04,Corolla,23543.54,0.03,Completed,706.31
4267,2,2024-11-27,RAV4,32991.52,,Pending,0.0
4268,9,2024-11-19,RAV4,33622.18,0.03,Completed,1008.67
4269,4,2024-11-16,RAV4,27043.44,0.02,Completed,540.87
4270,6,2024-11-24,Camry,29206.9,0.02,Completed,584.14
4271,20,2024-11-10,Corolla,20137.97,0.03,Completed,604.14
4272,19,2024-11-30,RAV4,31391.75,0.02,Cancelled,627.84
4273,5,2024-11-18,Camry,25169.43,0.02,Completed,503.39
4274,17,2024-11-26,RAV4,28140.31,0.02,Pending,562.81
4275,16,2024-11-18,Corolla,22926.66,0.03,Pending,687.8
4276,8,2024-11-16,RAV4,32394.02,0.05,Pending,1619.7
4277,17,2024-11-07,Tundra,48703.12,0.03,Completed,1461.09
4278,6,2024-11-28,Tundra,37432.39,0.02,Completed,748.65
4279,17,2024-11-08,RAV4,32155.18,0.02,Cancelled,643.1
4280,4,2024-11-16,RAV4,33101.89,0.03,Completed,993.06
4281,9,2024-11-15,Camry,27753.34,0.05,Pending,1387.67
4282,12,2024-11-01,Corolla,23625.98,0.02,Completed,472.52
4283,4,2024-11-29,RAV4,32216.7,0.03,Completed,966.5
4284,7,2024-11-27,Corolla,22658.21,0.02,Cancelled,453.16
4285,8,2024-11-08,Highlander,41667.2,0.03,Completed,1250.02
4286,17,2024-11-01,Tacoma,39778.46,0.02,Completed,795.57
4287,3,2024-11-22,Highlander,42495.82,0.03,Cancelled,1274.87
4288,15,2024-11-03,Camry,27971.01,0.02,Completed,559.42
4289,4,2024-11-07,Tacoma,36330.19,0.05,Completed,1816.51
4290,5,2024-11-21,Tacoma,30536.88,,Completed,0.0
4291,17,2024-11-03,RAV4,27553.41,,Completed,0.0
4292,15,2024-11-13,Corolla,23691.45,,Completed,0.0
4293,3,2024-11-21,RAV4,34416.17,0.02,Completed,688.32
4294,11,2024-11-07,RAV4,32028.46,0.02,Completed,640.57
4295,2,2024-11-26,Corolla,23820.84,,Cancelled,0.0
4296,19,2024-11-29,RAV4,27339.5,,Pending,0.0
4297,20,2024-11-05,RAV4,28476.5,,Cancelled,0.0
4298,17,2024-11-08,Tacoma,39074.65,0.05,Completed,1953.73
4299,8,2024-11-24,Corolla,21681.05,0.03,Completed,650.43
4300,10,2024-11-02,Tundra,41701.38,0.02,Pending,834.03
4301,1,2024-11-11,Tacoma,38087.29,0.02,Completed,761.75
4302,17,2024-11-09,Highlander,35339.7,0.02,Completed,706.79
4303,18,2024-11-07,Tundra,39426.59,0.02,Completed,788.53
4304,10,2024-11-23,Camry,25248.09,0.05,Cancelled,1262.4
4305,5,2024-11-18,RAV4,28261.93,0.05,Completed,1413.1
4306,18,2024-11-07,Tundra,40153.41,,Completed,0.0
4307,20,2024-11-09,Tacoma,33278.12,0.02,Completed,665.56
4308,10,2024-11-19,RAV4,33664.23,0.02,Completed,673.28
4309,14,2024-11-25,Tundra,49132.25,,Cancelled,0.0
4310,6,2024-11-07,Highlander,40918.09,0.05,Completed,2045.9
4311,19,2024-11-03,Corolla,24744.12,0.03,Completed,742.32
4312,15,2024-11-19,Camry,28324.6,0.05,Cancelled,1416.23
4313,1,2024-11-07,Tacoma,37543.96,0.02,Completed,750.88
4314,20,2024-11-02,Tacoma,38727.89,,Pending,0.0
4315,5,2024-11-03,Corolla,24417.78,0.02,Completed,488.36
4316,12,2024-11-07,Camry,29868.45,,Pending,0.0
4317,20,2024-11-20,Camry,27683.9,0.03,Pending,830.52
4318,17,2024-11-08,Highlander,37197.35,0.02,Completed,743.95
4319,3,2024-11-23,Camry,25393.52,0.02,Completed,507.87
4320,12,2024-11-06,Tundra,41992.2,0.05,Completed,2099.61
4321,17,2024-11-26,Corolla,22868.27,,Completed,0.0
4322,12,2024-11-02,Camry,28333.86,,Completed,0.0
4323,15,2024-11-06,Tundra,41591.03,0.03,Completed,1247.73
4324,1,2024-11-21,Tundra,35188.2,,Pending,0.0
4325,15,2024-11-07,Tacoma,30466.73,0.02,Completed,609.33
4326,4,2024-11-03,RAV4,29989.04,0.03,Completed,899.67
4327,19,2024-11-08,Tacoma,36744.96,,Completed,0.0
4328,17,2024-11-07,Highlander,35871.27,,Pending,0.0
4329,17,2024-11-12,Camry,26890.96,,Pending,0.0
4330,16,2024-11-17,Corolla,22849.38,0.03,Pending,685.48
4331,1,2024-11-22,Corolla,21520.66,0.03,Pending,645.62
4332,14,2024-11-28,Camry,25864.95,0.03,Pending,775.95
4333,10,2024-11-26,Camry,28632.72,0.02,Completed,572.65
4334,8,2024-11-14,Tacoma,32011.35,,Pending,0.0
4335,19,2024-11-07,Tacoma,32289.13,0.05,Pending,1614.46
4336,7,2024-11-16,Camry,25937.37,0.05,Completed,1296.87
4337,2,2024-11-12,Tacoma,36220.6,,Completed,0.0
4338,10,2024-11-09,Highlander,43960.53,0.02,Completed,879.21
4339,14,2024-11-08,RAV4,33477.14,0.05,Completed,1673.86
4340,11,2024-11-01,Tundra,40648.33,0.03,Cancelled,1219.45
4341,2,2024-11-18,Camry,29168.85,0.03,Cancelled,875.07
4342,8,2024-11-05,Tundra,40447.71,0.05,Completed,2022.39
4343,13,2024-11-05,Highlander,42969.34,,Completed,0.0
4344,15,2024-11-25,Camry,29778.34,,Pending,0.0
4345,13,2024-11-07,RAV4,32377.57,,Completed,0.0
4346,19,2024-11-24,Corolla,20322.47,,Completed,0.0
4347,3,2024-11-13,Camry,27565.81,,Completed,0.0
4348,18,2024-11-11,Corolla,23721.82,0.02,Completed,474.44
4349,11,2024-11-27,Tacoma,38387.9,,Completed,0.0
4350,1,2024-11-14,Camry,29293.12,0.05,Completed,1464.66
4351,14,2024-11-02,Highlander,44416.06,,Completed,0.0
4352,4,2024-11-19,Tacoma,39398.36,,Completed,0.0
4353,7,2024-11-05,Camry,28770.53,,Completed,0.0
4354,14,2024-11-09,Tacoma,33581.79,0.02,Completed,671.64
4355,18,2024-11-20,Tundra,41469.07,0.02,Completed,829.38
4356,3,2024-11-14,Tundra,44748.78,0.02,Pending,894.98
4357,15,2024-11-25,Corolla,22850.86,,Completed,0.0
4358,13,2024-11-02,RAV4,33294.65,,Pending,0.0
4359,7,2024-11-21,Camry,29054.13,,Completed,0.0
4360,9,2024-11-19,Corolla,20518.29,0.02,Completed,410.37
4361,15,2024-11-09,RAV4,28347.23,,Completed,0.0
4362,1,2024-11-03,Tundra,45558.98,0.02,Completed,911.18
4363,17,2024-11-04,Tundra,43972.84,0.03,Completed,1319.19
4364,6,2024-11-30,Tundra,42015.52,0.02,Completed,840.31
4365,2,2024-11-16,Tacoma,38254.12,0.02,Cancelled,765.08
4366,1,2024-11-20,Camry,29235.49,0.05,Completed,1461.77
4367,13,2024-11-17,Camry,29378.48,0.03,Completed,881.35
4368,10,2024-11-18,Highlander,38463.15,0.05,Completed,1923.16
4369,20,2024-11-18,Highlander,35760.64,0.05,Completed,1788.03
4370,11,2024-11-05,Highlander,40315.63,0.03,Completed,1209.47
4371,1,2024-11-11,Corolla,20952.29,0.02,Pending,419.05
4372,7,2024-11-23,Corolla,23322.9,0.05,Completed,1166.15
4373,20,2024-11-07,Corolla,23277.11,0.03,Completed,698.31
4374,11,2024-11-12,Tacoma,38093.56,,Completed,0.0
4375,8,2024-11-12,Camry,26865.53,0.03,Completed,805.97
4376,14,2024-11-30,RAV4,34826.76,,Pending,0.0
4377,19,2024-11-02,RAV4,31203.17,,Completed,0.0
4378,1,2024-11-23,RAV4,30483.78,,Completed,0.0
4379,11,2024-11-22,Corolla,20044.54,0.05,Completed,1002.23
4380,7,2024-11-03,Tundra,43172.58,0.03,Completed,1295.18
4381,1,2024-11-18,Tacoma,30181.57,0.02,Completed,603.63
4382,8,2024-11-03,RAV4,32724.58,,Completed,0.0
4383,9,2024-11-16,Tundra,48418.93,,Completed,0.0
4384,5,2024-11-28,Highlander,43460.15,0.03,Completed,1303.8
4385,2,2024-11-02,Corolla,22653.13,0.05,Completed,1132.66
4386,2,2024-11-05,RAV4,33180.71,0.03,Completed,995.42
4387,5,2024-11-08,Corolla,21124.01,,Completed,0.0
4388,19,2024-11-07,Highlander,38280.98,0.03,Completed,1148.43
4389,8,2024-11-13,RAV4,27029.46,0.02,Cancelled,540.59
4390,10,2024-11-11,Tundra,40054.32,0.05,Completed,2002.72
4391,2,2024-11-01,Camry,27244.43,0.02,Completed,544.89
4392,14,2024-11-15,Camry,27813.75,0.03,Pending,834.41
4393,12,2024-11-13,Camry,28862.48,0.03,Pending,865.87
4394,9,2024-11-28,Highlander,35748.95,,Pending,0.0
4395,11,2024-11-09,Corolla,22833.54,0.05,Completed,1141.68
4396,13,2024-11-18,Highlander,41980.67,0.03,Completed,1259.42
4397,13,2024-11-19,Tacoma,37949.63,,Pending,0.0
4398,6,2024-11-15,Corolla,22618.08,0.03,Completed,678.54
4399,12,2024-11-22,Tacoma,36774.5,0.02,Completed,735.49
4400,15,2024-11-04,Tundra,49790.03,0.03,Completed,1493.7
4401,19,2024-11-07,Tacoma,32895.91,,Completed,0.0
4402,6,2024-11-12,Highlander,35819.41,,Completed,0.0
4403,11,2024-11-08,Tacoma,30833.79,0.03,Completed,925.01
4404,11,2024-11-15,Corolla,21792.52,0.02,Pending,435.85
4405,1,2024-11-04,Highlander,42696.58,,Completed,0.0
4406,14,2024-11-24,Tundra,39263.15,0.03,Pending,1177.89
4407,4,2024-11-20,Camry,29045.02,,Cancelled,0.0
4408,7,2024-11-24,Tacoma,31587.03,0.02,Cancelled,631.74
4409,7,2024-11-21,Corolla,24620.83,0.05,Pending,1231.04
4410,12,2024-11-21,Tacoma,39622.92,0.03,Completed,1188.69
4411,1,2024-11-19,Tacoma,39694.07,0.03,Completed,1190.82
4412,18,2024-11-22,Tacoma,34500.4,0.03,Pending,1035.01
4413,2,2024-11-16,Camry,29640.14,,Completed,0.0
4414,10,2024-11-16,Tacoma,38376.02,0.02,Completed,767.52
4415,9,2024-11-08,Highlander,36631.57,,Completed,0.0
4416,16,2024-11-18,RAV4,28813.56,,Cancelled,0.0
4417,18,2024-11-08,RAV4,32586.84,0.03,Completed,977.61
4418,17,2024-11-17,RAV4,33373.59,,Pending,0.0
4419,14,2024-11-21,RAV4,28073.37,0.03,Pending,842.2
4420,10,2024-11-02,Tundra,46275.87,0.05,Completed,2313.79
4421,6,2024-11-08,Tacoma,39436.77,,Completed,0.0
4422,11,2024-11-03,RAV4,32782.24,,Completed,0.0
4423,3,2024-11-25,Camry,28383.39,0.03,Completed,851.5
4424,10,2024-11-05,RAV4,31436.11,0.03,Cancelled,943.08
4425,10,2024-11-24,Corolla,24248.06,0.03,Completed,727.44
4426,12,2024-11-07,Tundra,38468.91,0.02,Pending,769.38
4427,7,2024-11-10,Tundra,39998.15,,Completed,0.0
4428,19,2024-11-27,RAV4,32960.49,0.02,Completed,659.21
4429,18,2024-11-02,Tundra,41324.0,0.03,Pending,1239.72
4430,9,2024-11-11,Highlander,37910.82,0.05,Pending,1895.54
4431,2,2024-11-22,Camry,29327.96,0.02,Completed,586.56
4432,17,2024-11-19,Tacoma,30141.22,0.03,Completed,904.24
4433,9,2024-11-14,Highlander,40179.11,,Cancelled,0.0
4434,17,2024-11-24,RAV4,34846.6,0.02,Completed,696.93
4435,13,2024-11-16,Corolla,24850.13,0.03,Completed,745.5
4436,1,2024-11-02,Tacoma,31289.86,0.03,Completed,938.7
4437,20,2024-11-23,Tacoma,33415.47,0.03,Completed,1002.46
4438,2,2024-11-27,Tacoma,35130.68,0.02,Pending,702.61
4439,15,2024-11-29,Camry,26998.43,0.02,Completed,539.97
4440,6,2024-11-04,Tundra,39980.69,0.05,Completed,1999.03
4441,4,2024-11-05,RAV4,29830.88,,Completed,0.0
4442,7,2024-11-13,RAV4,32278.18,,Completed,0.0
4443,4,2024-11-25,Corolla,20247.63,0.05,Completed,1012.38
4444,3,2024-11-28,Tundra,41150.27,0.03,Cancelled,1234.51
4445,17,2024-11-17,Tacoma,32335.29,0.03,Completed,970.06
4446,18,2024-11-01,Camry,26460.96,,Completed,0.0
4447,17,2024-11-27,Highlander,38890.93,0.03,Pending,1166.73
4448,14,2024-11-19,Tundra,43083.66,,Completed,0.0
4449,11,2024-11-10,Highlander,42320.73,0.02,Completed,846.41
4450,11,2024-11-11,Tacoma,32134.48,0.02,Completed,642.69
4451,19,2024-11-28,Camry,26932.31,0.02,Pending,538.65
4452,6,2024-11-19,RAV4,34496.64,0.02,Completed,689.93
4453,14,2024-11-21,Corolla,24895.3,0.03,Pending,746.86
4454,9,2024-11-30,Tundra,47698.69,0.03,Completed,1430.96
4455,12,2024-11-18,Highlander,38851.03,0.03,Pending,1165.53
4456,4,2024-11-27,Highlander,43053.6,0.02,Completed,861.07
4457,4,2024-11-24,Tacoma,34887.98,0.03,Completed,1046.64
4458,3,2024-11-17,Highlander,38567.88,0.05,Pending,1928.39
4459,5,2024-11-29,Camry,27771.98,0.03,Completed,833.16
4460,16,2024-11-18,RAV4,29923.59,0.03,Completed,897.71
4461,12,2024-11-01,Tacoma,32665.0,0.02,Pending,653.3
4462,5,2024-11-28,Highlander,35111.3,0.02,Completed,702.23
4463,1,2024-11-04,Corolla,22468.87,0.03,Pending,674.07
4464,11,2024-11-30,Tacoma,38115.76,0.03,Completed,1143.47
4465,12,2024-11-06,Corolla,22173.15,0.03,Completed,665.19
4466,4,2024-11-15,Camry,26615.43,0.02,Completed,532.31
4467,6,2024-11-03,Corolla,22697.37,0.02,Pending,453.95
4468,18,2024-11-23,RAV4,27479.66,0.05,Cancelled,1373.98
4469,13,2024-11-05,Tundra,46179.67,0.03,Pending,1385.39
4470,19,2024-11-19,Corolla,20294.55,0.02,Pending,405.89
4471,11,2024-11-08,Highlander,44360.4,0.03,Completed,1330.81
